value,category,icon,class
c汗,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/4c/chan_thumb.gif
c高明,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/cgaoming_thumb.gif
c大笑,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/6d/cdaxiao_thumb.gif
c变脸,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/cbianlian_thumb.gif
c左右看,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/xcjzuoyoukan_thumb.gif
c坏笑,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/xcjhuaixiao_thumb.gif
c看热闹,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/e0/xcjkanrenao_thumb.gif
c开心,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/40/xcjkaixin_thumb.gif
c关注,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/79/xcjguanzhu_thumb.gif
c娇羞,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/88/xcjjiaoxiu_thumb.gif
c无语,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/8e/xcjwuyu_thumb.gif
c疑惑,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/cf/xcjyihuo_thumb.gif
c正经,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/79/xcjzhengjing_thumb.gif
c无聊,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/95/xcjwuliao_thumb.gif
c挖鼻孔,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/b9/xcjwabikong_thumb.gif
c期待,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ce/xcjqidai_thumb.gif
c摇头看,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/xcjyaotoukan_thumb.gif
c亲亲,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/a4/xcjqinqin_thumb.gif
c羞涩,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/94/xcjxiushe_thumb.gif
c悲催,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/bb/xcjbeicui_thumb.gif
c得瑟,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/xcjdese_thumb.gif
c冷眼,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/45/xcjlengyan_thumb.gif
c惊讶,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/81/xcjjingya_thumb.gif
c委屈,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/xcjweiqu_thumb.gif
c甩舌头,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/a4/xcjshuaishetou_thumb.gif
c摇头萌,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/4e/xcjyaotoumeng_thumb.gif
c抓狂,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/d2/xcjzhuakuang_thumb.gif
c发火,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/20/xcjfahuo_thumb.gif
c卖萌,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/xcjmaimeng_thumb.gif
c伤心,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/cf/xcjshangxin_thumb.gif
c捂脸,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/96/xcjwulian_thumb.gif
c震惊哭,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/xcjzhenjingku_thumb.gif
c摇摆,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/xcjyaobai_thumb.gif
c得意笑,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/b0/xcjdeyixiao_thumb.gif
c烦躁,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/c5/xcjfanzao_thumb.gif
c得意,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/xcjdeyi_thumb.gif
c脸红,小纯洁,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/xcjlianhong_thumb.gif
lxhx喵,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/9b/lxhxmiao_thumb.gif
lxhx喵喵,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/5e/lxhxmiao2_thumb.gif
lxhx奔跑,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/c5/lxhxbenpao_thumb.gif
lxhx走,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/51/lxhxzou_thumb.gif
lxhx蠕过,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/93/lxhxruguo_thumb.gif
lxhx蹭,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/27/lxhxceng_thumb.gif
lxhx狂欢,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/d5/lxhxkuanghuan_thumb.gif
lxhx奋斗,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/lxhxfendou_thumb.gif
lxhx笑,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/3b/lxhxxiao_thumb.gif
lxhx懒腰,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/lxhxlanyao_thumb.gif
lxhx得意,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/b0/lxhxdeyi_thumb.gif
lxhx右边,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/a4/lxhxyou_thumb.gif
lxhx转头,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/lxhxzhuantou_thumb.gif
lxhx跳跃,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/lxhxtiaoyue_thumb.gif
lxhx转体,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/11/lxhxzhuanti_thumb.gif
lxhx撒欢,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/b8/lxhxsahuan_thumb.gif
lxhx挠,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/89/lxhxnao_thumb.gif
lxhx挠皇,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/b8/lxhxnaohuang_thumb.gif
lxhx逗转圈,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/52/lxhxdouzhuanquan_thumb.gif
lxhx划,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/lxhxhua_thumb.gif
lxhx得瑟,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/80/lxhxdese_thumb.gif
lxhx喷嚏,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/5c/lxhxpenti2_thumb.gif
lxhx打喷嚏,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/15/lxhxpenti_thumb.gif
lxhx哭,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/6a/lxhxku_thumb.gif
lxhx扫灰,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/37/lxhxsaohui_thumb.gif
lxhx听歌,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/lxhxtingge_thumb.gif
lxhx狂吃,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/05/lxhxkuangchi_thumb.gif
lxhx画圈,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/f0/lxhxhuaquan_thumb.gif
lxhx掀桌,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/18/lxhxxianzhuo_thumb.gif
lxhx刷牙,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ce/lxhxshuaya_thumb.gif
lxhx抱枕,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/31/lxhxbaozhen_thumb.gif
lxhx都不给,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/03/lxhxdoubugei_thumb.gif
lxhx逗左右,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/99/lxhxdouzuoyou_thumb.gif
lxhx变化,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/14/lxhxbianhua_thumb.gif
lxhx打地鼠,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/lxhxdadishu_thumb.gif
lxhx西瓜,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/45/lxhxxigua_thumb.gif
lxhx咻,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/lxhxxiu1_thumb.gif
lxhx咻2,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/a5/lxhxxiu2_thumb.gif
lxhx咻3,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/02/lxhxxiu3_thumb.gif
lxhx咻4,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/lxhxxiu4_thumb.gif
lxhx咻5,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/14/lxhxxiu5_thumb.gif
lxhx咻6,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/lxhxxiu6_thumb.gif
lxhx咻7,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ec/lxhxxiu7_thumb.gif
lxhx咻8,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/2b/lxhxxiu8_thumb.gif
lxhx滚过,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/43/lxhxgunguo_thumb.gif
lxhx躺中枪,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/f9/lxhxtangzhongqiang_thumb.gif
lxhx讨厌,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/98/lxhxtaoyan_thumb.gif
lxhx逗上下,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/51/lxhxdoushangxia_thumb.gif
lxhx吐血,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/03/lxhxtuxue_thumb.gif
lxhx病了,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/9f/lxhxbingle_thumb.gif
lxhx泪目,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/lxhxleimu_thumb.gif
lxhx无语,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/2e/lxhxwuyu_thumb.gif
lxhx问号,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/lxhxwenhao_thumb.gif
lxhx侧目,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/8c/lxhxcemu_thumb.gif
lxhx惊,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/6a/lxhxjing_thumb.gif
lxhx吐,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/92/lxhxtu_thumb.gif
lxhx失落,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/52/lxhxshiluo_thumb.gif
lxhx汗,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/4f/lxhxhan_thumb.gif
lxhx暴汗,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/03/lxhxhan1_thumb.gif
lxhx狠,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/8c/lxhxhen_thumb.gif
lxhx怨念,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/lxhxyuannian_thumb.gif
lxhx睡觉,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/82/lxhxshuijiao_thumb.gif
lxhx求表扬,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/21/lxhxqiubiaoyang_thumb.gif
lxhx啄地,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/lxhxzhuodi_thumb.gif
lxhx无聊,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/lxhxwuliao_thumb.gif
lxhx顺毛,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/e0/lxhxshunmao_thumb.gif
lxhx喝奶,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/ab/lxhxhenai_thumb.gif
lxhx不爽,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/f2/lxhxbushuang_thumb.gif
lxhx老大,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/89/lxhxlaoda_thumb.gif
lxhx生日快乐,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/37/lxhxshengrikuaile_thumb.gif
mtjj拜年,罗小黑,http://img.t.sinajs.cn/t4/appstyle/expression/ext/normal/5b/longnianmtjj_thumb.gif
